chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr3,53811835,53812835,34085,-,ensembl_havana,gene,NA,NA,ENSG00000016391,11,CHDH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34085,CHDH,0.1064661925,TTS,D8L4Y_8h,Total Pol II,0.7821190526129438
chr3,53865294,53866294,19227,+,ensembl_havana,gene,NA,NA,ENSG00000056736,10,IL17RB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19227,IL17RB,0.1231259582,TTS,D8L4Y_8h,Total Pol II,0.9045045710585068
chr3,53866566,53867566,15087,-,ensembl_havana,gene,NA,NA,ENSG00000113812,14,ACTR8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15087,ACTR8,0.1644957059,TTS,D8L4Y_8h,Total Pol II,1.2084138883562068
chr3,53883917,53884917,7469,-,ensembl_havana,gene,NA,NA,ENSG00000113811,12,SELENOK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7469,SELENOK,0.1667568203,TTS,D8L4Y_8h,Total Pol II,1.2250244255685476
chr3,56619632,56620632,63134,-,ensembl_havana,gene,NA,NA,ENSG00000163946,14,TASOR,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63134,TASOR,0.1534051255,TTS,D8L4Y_8h,Total Pol II,1.1269405677490507
chr3,56621337,56622337,64677,+,ensembl_havana,gene,NA,NA,ENSG00000180376,17,CCDC66,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64677,CCDC66,0.1648975169,TTS,D8L4Y_8h,Total Pol II,1.2113656614145838
chr3,56726918,56727918,351912,-,ensembl_havana,gene,NA,NA,ENSG00000163947,12,ARHGEF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351912,ARHGEF3,0.1021191256,TTS,D8L4Y_8h,Total Pol II,0.7501847477821113
chr3,57074932,57075932,14769,+,ensembl_havana,gene,NA,NA,ENSG00000186451,2,SPATA12,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14769,SPATA12,0.10643394,TTS,D8L4Y_8h,Total Pol II,0.7818821201731517
chr3,57089482,57090482,80325,-,ensembl_havana,gene,NA,NA,ENSG00000144730,19,IL17RD,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80325,IL17RD,0.07574073333,TTS,D8L4Y_8h,Total Pol II,0.556404518704557
chr3,57197338,57198338,29769,-,ensembl_havana,gene,NA,NA,ENSG00000163666,10,HESX1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29769,HESX1,0.09996759762,TTS,D8L4Y_8h,Total Pol II,0.7343792513529247
chr3,57277605,57278605,50380,+,ensembl_havana,gene,NA,NA,ENSG00000157500,12,APPL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50380,APPL1,0.1537840714,TTS,D8L4Y_8h,Total Pol II,1.1297243698306323
chr3,57570863,57571863,26858,-,ensembl_havana,gene,NA,NA,ENSG00000168374,11,ARF4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26858,ARF4,0.226527769,TTS,D8L4Y_8h,Total Pol II,1.6641121460298653
chr3,57624954,57625954,67624,-,ensembl_havana,gene,NA,NA,ENSG00000174839,13,DENND6A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67624,DENND6A,0.07803801176,TTS,D8L4Y_8h,Total Pol II,0.5732807231321714
chr3,57655980,57656980,100207,+,ensembl_havana,gene,NA,NA,ENSG00000174840,10,PDE12,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100207,PDE12,0.09721762683,TTS,D8L4Y_8h,Total Pol II,0.7141774906016133
chr3,57929503,57930503,174554,+,ensembl_havana,gene,NA,NA,ENSG00000163681,17,SLMAP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174554,SLMAP,0.1196560927,TTS,D8L4Y_8h,Total Pol II,0.8790143393349074
chr3,58171751,58172751,163854,+,ensembl_havana,gene,NA,NA,ENSG00000136068,16,FLNB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163854,FLNB,0.1388928288,TTS,D8L4Y_8h,Total Pol II,1.0203307277640064
chr3,58295193,58296193,58162,+,ensembl_havana,gene,NA,NA,ENSG00000163686,15,ABHD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58162,ABHD6,0.1612976412,TTS,D8L4Y_8h,Total Pol II,1.184920352289733
chr3,58425627,58426627,93248,+,ensembl_havana,gene,NA,NA,ENSG00000168297,16,PXK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93248,PXK,0.1881734355,TTS,D8L4Y_8h,Total Pol II,1.382354582654798
chr3,58427130,58428130,6228,-,ensembl_havana,gene,NA,NA,ENSG00000168291,13,PDHB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6228,PDHB,0.110290017,TTS,D8L4Y_8h,Total Pol II,0.8102095283317797
chr3,58501860,58502860,10265,+,ensembl_havana,gene,NA,NA,ENSG00000168301,13,KCTD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10265,KCTD6,0.1441497346,TTS,D8L4Y_8h,Total Pol II,1.0589488664184106
chr3,58716865,58717865,332720,-,ensembl_havana,gene,NA,NA,ENSG00000163689,21,CFAP20DC,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332720,CFAP20DC,0.04925628824,TTS,D8L4Y_8h,Total Pol II,0.36184520728022546
chr3,59746777,59747777,1504183,-,ensembl_havana,gene,NA,NA,ENSG00000189283,11,FHIT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504183,FHIT,0.05337010526,TTS,D8L4Y_8h,Total Pol II,0.39206601817571607
chr3,62297109,62298109,736041,+,havana,gene,NA,NA,ENSG00000144724,20,PTPRG,havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736041,PTPRG,0.08665808824,TTS,D8L4Y_8h,Total Pol II,0.6366052949204292
chr3,63833370,63834370,29999,-,ensembl_havana,gene,NA,NA,ENSG00000163634,12,THOC7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29999,THOC7,0.1012761641,TTS,D8L4Y_8h,Total Pol II,0.7439922068985891
chr3,64002962,64003962,140308,+,ensembl_havana,gene,NA,NA,ENSG00000163635,20,ATXN7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140308,ATXN7,0.1425947175,TTS,D8L4Y_8h,Total Pol II,1.0475254420196378
chr3,64010050,64011050,13461,-,ensembl_havana,gene,NA,NA,ENSG00000163636,11,PSMD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13461,PSMD6,0.1811337829,TTS,D8L4Y_8h,Total Pol II,1.3306400778627134
chr3,65353025,65354025,685394,-,ensembl_havana,gene,NA,NA,ENSG00000151276,24,MAGI1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685394,MAGI1,0.09420575128,TTS,D8L4Y_8h,Total Pol II,0.6920517322135307
chr3,67010710,67011710,12904,+,ensembl_havana,gene,NA,NA,ENSG00000163376,11,KBTBD8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12904,KBTBD8,0.04772728636,TTS,D8L4Y_8h,Total Pol II,0.3506128951842612
chr3,67359960,67360960,294153,-,ensembl_havana,gene,NA,NA,ENSG00000172340,15,SUCLG2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294153,SUCLG2,0.0538373125,TTS,D8L4Y_8h,Total Pol II,0.39549820331676644
chr3,68974717,68975717,38468,-,ensembl_havana,gene,NA,NA,ENSG00000163378,14,EOGT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38468,EOGT,0.09287189333,TTS,D8L4Y_8h,Total Pol II,0.6822529811576569
chr3,69054230,69055230,25679,-,ensembl_havana,gene,NA,NA,ENSG00000144744,18,UBA3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25679,UBA3,0.1096683636,TTS,D8L4Y_8h,Total Pol II,0.8056427550036022
chr3,69105592,69106592,21156,+,ensembl_havana,gene,NA,NA,ENSG00000144746,7,ARL6IP5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21156,ARL6IP5,0.1513688419,TTS,D8L4Y_8h,Total Pol II,1.1119816764551476
chr3,81489203,81490203,271943,-,ensembl_havana,gene,NA,NA,ENSG00000114480,13,GBE1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271943,GBE1,0.08656692703,TTS,D8L4Y_8h,Total Pol II,0.6359356089147026
chr3,87255056,87256056,28286,+,ensembl_havana,gene,NA,NA,ENSG00000083937,10,CHMP2B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28286,CHMP2B,0.08172695312,TTS,D8L4Y_8h,Total Pol II,0.6003803239902363
chr3,88051444,88052444,97942,-,ensembl_havana,gene,NA,NA,ENSG00000163320,12,CGGBP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97942,CGGBP1,0.1663919522,TTS,D8L4Y_8h,Total Pol II,1.222344041439091
chr3,88144160,88145160,85406,+,ensembl_havana,gene,NA,NA,ENSG00000175105,8,ZNF654,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85406,ZNF654,0.1074420043,TTS,D8L4Y_8h,Total Pol II,0.7892875347632239
chr3,88168229,88169229,18771,+,ensembl_havana,gene,NA,NA,ENSG00000179021,10,C3orf38,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18771,C3orf38,0.0963289,TTS,D8L4Y_8h,Total Pol II,0.7076487496934484
chr3,93872551,93873551,106953,-,ensembl_havana,gene,NA,NA,ENSG00000184500,16,PROS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106953,PROS1,0.057178108,TTS,D8L4Y_8h,Total Pol II,0.42004026451082654
chr3,94047336,94048336,15554,-,ensembl_havana,gene,NA,NA,ENSG00000178700,9,DHFR2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15554,DHFR2,0.06348439583,TTS,D8L4Y_8h,Total Pol II,0.4663673449415852
chr3,94055178,94056178,75540,+,ensembl_havana,gene,NA,NA,ENSG00000169379,17,ARL13B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75540,ARL13B,0.07905460435,TTS,D8L4Y_8h,Total Pol II,0.5807487880146845
chr3,94131332,94132332,68853,+,ensembl_havana,gene,NA,NA,ENSG00000178694,10,NSUN3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68853,NSUN3,0.07716245366,TTS,D8L4Y_8h,Total Pol II,0.5668487219907801
chr3,97800729,97801729,36709,+,ensembl_havana,gene,NA,NA,ENSG00000113966,11,ARL6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36709,ARL6,0.06904434118,TTS,D8L4Y_8h,Total Pol II,0.507211664510182
chr3,97941318,97942318,30640,-,ensembl_havana,gene,NA,NA,ENSG00000170854,18,RIOX2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30640,RIOX2,0.1223279449,TTS,D8L4Y_8h,Total Pol II,0.8986422274214079
chr3,97944484,97945484,122974,+,ensembl_havana,gene,NA,NA,ENSG00000080200,10,CRYBG3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122974,CRYBG3,0.07950251714,TTS,D8L4Y_8h,Total Pol II,0.5840392327910208
chr3,98795441,98796441,105755,-,ensembl_havana,gene,NA,NA,ENSG00000057019,16,DCBLD2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105755,DCBLD2,0.7357414474,TTS,D8L4Y_8h,Total Pol II,5.404883844311085
chr3,98820701,98821701,88966,+,ensembl_havana,gene,NA,NA,ENSG00000064225,13,ST3GAL6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88966,ST3GAL6,0.3348887973,TTS,D8L4Y_8h,Total Pol II,2.4601509899488905
chr3,100181232,100182232,363896,+,ensembl_havana,gene,NA,NA,ENSG00000184220,12,CMSS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363896,CMSS1,0.06999359032,TTS,D8L4Y_8h,Total Pol II,0.5141850127687896
chr3,100324751,100325751,64260,+,ensembl_havana,gene,NA,NA,ENSG00000036054,13,TBC1D23,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64260,TBC1D23,0.06975125,TTS,D8L4Y_8h,Total Pol II,0.5124047388899401
chr3,100361135,100362135,26897,+,ensembl_havana,gene,NA,NA,ENSG00000114021,12,NIT2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26897,NIT2,0.1671055803,TTS,D8L4Y_8h,Total Pol II,1.2275864768111455
chr3,100362931,100363931,37659,-,ensembl_havana,gene,NA,NA,ENSG00000154174,8,TOMM70,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37659,TOMM70,0.1456594,TTS,D8L4Y_8h,Total Pol II,1.0700391293900156
chr3,100455819,100456819,54788,+,ensembl_havana,gene,NA,NA,ENSG00000206535,8,LNP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54788,LNP1,0.06981395385,TTS,D8L4Y_8h,Total Pol II,0.5128653722102984
chr3,100576944,100577944,84826,+,ensembl_havana,gene,NA,NA,ENSG00000181458,10,TMEM45A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84826,TMEM45A,0.09690102162,TTS,D8L4Y_8h,Total Pol II,0.7118516540042584
chr3,100748464,100749464,39670,+,ensembl_havana,gene,NA,NA,ENSG00000114354,15,TFG,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39670,TFG,0.1193235302,TTS,D8L4Y_8h,Total Pol II,0.876571277727021
chr3,101323705,101324705,189037,-,ensembl_havana,gene,NA,NA,ENSG00000138468,16,SENP7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189037,SENP7,0.0625258619,TTS,D8L4Y_8h,Total Pol II,0.4593257890107768
chr3,101565946,101566946,4579,+,ensembl_havana,gene,NA,NA,ENSG00000174173,7,TRMT10C,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4579,TRMT10C,0.2633298173,TTS,D8L4Y_8h,Total Pol II,1.9344663540157647
chr3,101593965,101594965,20286,+,ensembl_havana,gene,NA,NA,ENSG00000081154,12,PCNP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20286,PCNP,0.1456504654,TTS,D8L4Y_8h,Total Pol II,1.0699734942740848
chr3,101712801,101713801,26475,+,havana,gene,NA,NA,ENSG00000293268,2,NA,havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26475,NA,0.1012287733,TTS,D8L4Y_8h,Total Pol II,0.7436440658903667
chr3,101770062,101771062,46029,+,ensembl_havana,gene,NA,NA,ENSG00000182504,12,CEP97,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46029,CEP97,0.1035218756,TTS,D8L4Y_8h,Total Pol II,0.7604895917451637
chr3,105576400,105577400,209992,+,ensembl_havana,gene,NA,NA,ENSG00000170017,12,ALCAM,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209992,ALCAM,0.08935633043,TTS,D8L4Y_8h,Total Pol II,0.6564270484349364
chr3,105654961,105655961,214092,-,ensembl_havana,gene,NA,NA,ENSG00000114423,23,CBLB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214092,CBLB,0.09250538947,TTS,D8L4Y_8h,Total Pol II,0.6795605804525017
chr3,107810839,107811839,288404,+,ensembl_havana,gene,NA,NA,ENSG00000114439,19,BBX,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288404,BBX,0.081096045,TTS,D8L4Y_8h,Total Pol II,0.5957455638892756
chr3,108042591,108043591,48772,-,ensembl_havana,gene,NA,NA,ENSG00000196776,17,CD47,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48772,CD47,0.1006827139,TTS,D8L4Y_8h,Total Pol II,0.7396326191524888
chr3,108160312,108161312,61624,-,ensembl_havana,gene,NA,NA,ENSG00000114446,5,IFT57,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61624,IFT57,0.07478522759,TTS,D8L4Y_8h,Total Pol II,0.5493852083809063
chr3,108549364,108550364,39781,-,ensembl_havana,gene,NA,NA,ENSG00000163507,15,CIP2A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39781,CIP2A,0.1313413587,TTS,D8L4Y_8h,Total Pol II,0.9648563231501005
chr3,108694340,108695340,105136,+,ensembl_havana,gene,NA,NA,ENSG00000198919,13,DZIP3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105136,DZIP3,0.07503368065,TTS,D8L4Y_8h,Total Pol II,0.551210387504373
chr3,111275063,111276063,205493,+,ensembl_havana,gene,NA,NA,ENSG00000177707,11,NECTIN3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205493,NECTIN3,0.067939844,TTS,D8L4Y_8h,Total Pol II,0.49909783731536367
chr3,111592400,111593400,2447,-,ensembl_havana,gene,NA,NA,ENSG00000177494,6,ZBED2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447,ZBED2,0.08909227647,TTS,D8L4Y_8h,Total Pol II,0.6544872624034794
chr3,111992868,111993868,14359,+,ensembl_havana,gene,NA,NA,ENSG00000144827,9,ABHD10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14359,ABHD10,0.6679132166,TTS,D8L4Y_8h,Total Pol II,4.906605936855081
chr3,112130504,112131504,44670,+,ensembl_havana,gene,NA,NA,ENSG00000114529,13,C3orf52,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44670,C3orf52,0.114645737,TTS,D8L4Y_8h,Total Pol II,0.8422074003308864
chr3,112140398,112141398,153330,-,ensembl_havana,gene,NA,NA,ENSG00000172139,15,SLC9C1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153330,SLC9C1,0.06981569643,TTS,D8L4Y_8h,Total Pol II,0.5128781735041805
chr3,112532010,112533010,29537,-,ensembl_havana,gene,NA,NA,ENSG00000144848,11,ATG3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29537,ATG3,0.1268530143,TTS,D8L4Y_8h,Total Pol II,0.9318841693846825
chr3,112585079,112586079,23871,+,ensembl_havana,gene,NA,NA,ENSG00000138459,9,SLC35A5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23871,SLC35A5,0.07341781842,TTS,D8L4Y_8h,Total Pol II,0.5393399842636387
chr3,113001944,113002944,17418,-,ensembl_havana,gene,NA,NA,ENSG00000163608,15,NEPRO,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17418,NEPRO,0.130274478,TTS,D8L4Y_8h,Total Pol II,0.9570188331193095
chr3,113014560,113015560,24077,+,ensembl_havana,gene,NA,NA,ENSG00000163607,18,GTPBP8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24077,GTPBP8,0.1515062577,TTS,D8L4Y_8h,Total Pol II,1.112991156674045
chr3,113647885,113648885,48262,-,ensembl_havana,gene,NA,NA,ENSG00000176542,10,USF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48262,USF3,0.08266475897,TTS,D8L4Y_8h,Total Pol II,0.6072696078625498
chr3,113715958,113716958,29843,-,ensembl_havana,gene,NA,NA,ENSG00000121579,14,NAA50,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29843,NAA50,0.1954965602,TTS,D8L4Y_8h,Total Pol II,1.4361515224911732
chr3,113811556,113812556,65287,+,ensembl_havana,gene,NA,NA,ENSG00000114573,12,ATP6V1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65287,ATP6V1A,0.1107149139,TTS,D8L4Y_8h,Total Pol II,0.8133308944019167
chr3,113963637,113964637,92458,-,ensembl_havana,gene,NA,NA,ENSG00000163617,11,CCDC191,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92458,CCDC191,0.07565595312,TTS,D8L4Y_8h,Total Pol II,0.5557817086277758
chr3,113964901,113965901,17501,+,ensembl_havana,gene,NA,NA,ENSG00000184307,17,ZDHHC23,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501,ZDHHC23,0.1479554793,TTS,D8L4Y_8h,Total Pol II,1.0869065248013825
chr3,114314000,114315000,832793,-,ensembl_havana,gene,NA,NA,ENSG00000181722,18,ZBTB20,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832793,ZBTB20,0.1601835172,TTS,D8L4Y_8h,Total Pol II,1.1767358048112142
chr3,119211232,119212232,29215,-,ensembl_havana,gene,NA,NA,ENSG00000121578,13,B4GALT4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29215,B4GALT4,0.06827462667,TTS,D8L4Y_8h,Total Pol II,0.5015572086758229
chr3,119420214,119421214,126332,+,ensembl_havana,gene,NA,NA,ENSG00000031081,11,ARHGAP31,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126332,ARHGAP31,0.1243016159,TTS,D8L4Y_8h,Total Pol II,0.9131411557332251
chr3,119428449,119429449,39882,-,ensembl_havana,gene,NA,NA,ENSG00000176142,13,TMEM39A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39882,TMEM39A,0.1785590985,TTS,D8L4Y_8h,Total Pol II,1.311726001230309
chr3,119494208,119495208,25746,+,ensembl_havana,gene,NA,NA,ENSG00000163389,12,POGLUT1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25746,POGLUT1,0.1345563277,TTS,D8L4Y_8h,Total Pol II,0.9884740411262553
chr3,119524590,119525590,26544,+,ensembl_havana,gene,NA,NA,ENSG00000113845,10,TIMMDC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26544,TIMMDC1,0.1587874918,TTS,D8L4Y_8h,Total Pol II,1.1664803609220982
chr3,119589445,119590445,10678,+,ensembl_havana,gene,NA,NA,ENSG00000144843,12,ADPRH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10678,ADPRH,0.09082132903,TTS,D8L4Y_8h,Total Pol II,0.6671891813731579
chr3,119820821,119821821,273674,-,ensembl_havana,gene,NA,NA,ENSG00000082701,17,GSK3B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273674,GSK3B,0.2175588043,TTS,D8L4Y_8h,Total Pol II,1.5982245810727271
chr3,120324009,120325009,24846,-,ensembl_havana,gene,NA,NA,ENSG00000163428,4,LRRC58,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24846,LRRC58,0.1263045113,TTS,D8L4Y_8h,Total Pol II,0.9278547715388324
chr3,120391793,120392793,58724,-,ensembl_havana,gene,NA,NA,ENSG00000163430,13,FSTL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58724,FSTL1,0.08171025806,TTS,D8L4Y_8h,Total Pol II,0.6002576791937624
chr3,120602007,120603007,6180,+,ensembl_havana,gene,NA,NA,ENSG00000065518,8,NDUFB4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180,NDUFB4,0.2800802772,TTS,D8L4Y_8h,Total Pol II,2.0575181277308725
chr3,120684438,120685438,58056,-,ensembl_havana,gene,NA,NA,ENSG00000144840,10,RABL3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58056,RABL3,0.1288942333,TTS,D8L4Y_8h,Total Pol II,0.9468793169800614
chr3,120782569,120783569,40433,+,ensembl_havana,gene,NA,NA,ENSG00000153767,10,GTF2E1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40433,GTF2E1,0.06022595455,TTS,D8L4Y_8h,Total Pol II,0.4424302720824379
